Disease	Disease_id	Gene	Gene_id	Score_gda	Association_Type	 Type	Original_DB	Sentence	PMID	PMID_Year
Heart failure	C0018801	NOS3	4846	0.4	AlteredExpression		BEFREE	"After myocardial infarction, up-regulation of myocardial nNOS attenuates adverse remodeling and prevents arrhythmias whereas uncoupled <span class=""gene"" id=""21945464-6-135-139"">eNOS</span> activity in murine models of left ventricular pressure overload accelerates the progress towards <span class=""disease"" id=""21945464-6-237-250"">heart failure</span>."	21945464.0	2012.0
Heart failure	C0018801	ANXA6	309	0.01	AlteredExpression		BEFREE	"We conclude that human end-stage <span class=""disease"" id=""9515022-14-33-46"">heart failure</span> is associated with a down regulation of <span class=""gene"" id=""9515022-14-87-97"">annexin VI</span> and up regulation of annexin II and V proteins."	9515022.0	1998.0
Heart failure	C0018801	SEMA5B	54437	0.1	GeneticVariation		GWASCAT	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	27790247.0	2016.0
Heart failure	C0018801	NRG1	3084	0.34	AlteredExpression		BEFREE	"However, secreted and membrane-anchored <span class=""gene"" id=""15685397-5-40-52"">neuregulin-1</span> isoforms, preferentially expressed in microvascular endothelium, are induced and <span class=""negexp"">not lowered with</span> <span class=""disease"" id=""15685397-5-151-164"">heart failure</span>, while expression of erbB-inhibitory neuregulin isoforms or of autoinhibitory soluble erbB isoforms <span class=""negexp"">could not be demonstrated</span> as potential causes of erbB receptor inhibition."	15685397.0	2005.0
Heart failure	C0018801	BAZ1B	9031	0.1	GeneticVariation		GWASCAT	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	27790247.0	2016.0
Heart failure	C0018801	ACE	1636	0.6	GeneticVariation		BEFREE	"This study demonstrates that the SNPs of AGT may be associated with <span class=""disease"" id=""18279468-17-68-70"">HF</span> in our population and that the AGT/<span class=""gene"" id=""18279468-17-106-109"">ACE</span> gene combination may play an important role in disease predisposition."	18279468.0	2008.0
Heart failure	C0018801	TNF	7124	0.6	Therapeutic		RGD	"<span class=""gene"" id=""11668085-1-0-27"">Tumor necrosis factor-alpha</span> (<span class=""gene"" id=""11668085-1-29-38"">TNF-alpha</span>) probably affects the pathogenesis of <span class=""disease"" id=""11668085-1-77-90"">heart failure</span>."	11668085.0	2001.0
Heart failure	C0018801	PGR-AS1	101054525	0.03	AlteredExpression		BEFREE	"In human ventricles (n=13), message levels of atrial natriuretic peptide and <span class=""gene"" id=""10715259-4-77-81"">AT(1</span>) receptor were inversely correlated, which suggests a decrease in <span class=""gene"" id=""10715259-4-148-152"">AT(1</span>) receptor expression with progressive <span class=""disease"" id=""10715259-4-191-204"">heart failure</span>."	10715259.0	2000.0
Heart failure	C0018801	DUOX1	53905	0.02	AlteredExpression		BEFREE	"We showed a novel role of p47(phox) subunit beyond and independent of <span class=""gene"" id=""23553616-10-70-121"">nicotinamide adenine dinucleotide phosphate oxidase</span> activity as a regulator of cortactin and adaptive cytoskeletal remodeling, leading to a paradoxically enhanced susceptibility to biomechanical stress and <span class=""disease"" id=""23553616-10-276-289"">heart failure</span>."	23553616.0	2013.0
Heart failure	C0018801	NOS2	4843	0.35	Biomarker		BEFREE	"Increased expression of constitutive nitric oxide synthase III, but <span class=""negexp"">not inducible</span> <span class=""gene"" id=""9809923-0-82-106"">nitric oxide synthase II</span>, in human <span class=""disease"" id=""9809923-0-117-130"">heart failure</span>."	9809923.0	1998.0
Heart failure	C0018801	GPR17	2840	0.01	Biomarker		BEFREE	"These pilot results suggest cardiac-specific gene therapy using BB-<span class=""gene"" id=""25876005-9-67-70"">R12</span> may reverse cardiac dysfunction by myosin activation in a large-animal <span class=""disease"" id=""25876005-9-142-155"">heart failure</span> model with no observed safety concerns."	25876005.0	2016.0
Heart failure	C0018801	MARCKSL1	65108	0.05	Biomarker		BEFREE	"To investigate whether alterations in betaAR function contribute to the development of myocardial failure, transgenic mice with cardiac-restricted overexpression of either a peptide inhibitor of betaARK1 or the beta2AR were mated into a genetic model of murine <span class=""disease"" id=""9618528-3-261-274"">heart failure</span> (<span class=""gene"" id=""9618528-3-276-279"">MLP</span>-/-)."	9618528.0	1998.0
Heart failure	C0018801	AMPD1	270	0.09	Biomarker		BEFREE	"We hypothesized that <span class=""gene"" id=""16360962-2-21-26"">AMPD1</span> carriers with ischemic <span class=""disease"" id=""16360962-2-50-63"">heart failure</span> (<span class=""disease"" id=""16360962-2-65-67"">HF</span>) in the Beta-Blocker Evaluation of Survival Trial (BEST) might have a relative survival advantage."	16360962.0	2006.0
Heart failure	C0018801	ITGB1	3688	0.3	Biomarker		CTD_human	Cardiac myocyte-specific excision of the beta1 integrin gene results in myocardial fibrosis and cardiac failure.	11884376.0	2002.0
Heart failure	C0018801	TAZ	6901	0.12	GeneticVariation		BEFREE	"Intrafamilial variability for novel <span class=""gene"" id=""23031367-0-36-39"">TAZ</span> gene mutation: Barth syndrome with dilated cardiomyopathy and <span class=""disease"" id=""23031367-0-102-115"">heart failure</span> in an infant and left ventricular noncompaction in his great-uncle."	23031367.0	2013.0
Heart failure	C0018801	CRP	1401	0.38	Biomarker		CTD_human	The effects of atorvastatin (10 mg) on systemic inflammation in heart failure.	16360360.0	2006.0
Heart failure	C0018801	DES	1674	0.05	GeneticVariation		BEFREE	"<span class=""gene"" id=""20423733-0-0-6"">Desmin</span> mutations as a cause of right ventricular <span class=""disease"" id=""20423733-0-49-62"">heart failure</span> affect the intercalated disks."	20423733.0	2010.0
Heart failure	C0018801	IL18BP	10068	0.03	Biomarker		BEFREE	"Recombinant human IL-18-binding protein (<span class=""gene"" id=""24531812-3-41-48"">IL-18BP</span>) or an IL-18-blocking antibody (IL-18AB) was used to neutralize endogenous IL-18 after challenge with the plasma of patients with <span class=""disease"" id=""24531812-3-179-181"">HF</span> or with recombinant murine IL-1β in adult male mice."	24531812.0	2014.0
Heart failure	C0018801	PPARGC1B	133522	0.05	AlteredExpression		BEFREE	"Taken together, these findings suggest that the mitochondrial degeneration engaged in the skeletal muscle atrophy and the <span class=""disease"" id=""22912857-12-122-135"">heart failure</span> in the NF90 Tg mice may be caused by NF90-induced posttranscriptional repression of transcription factors such as <span class=""gene"" id=""22912857-12-250-255"">PGC-1</span> and NRF-1 for regulating nuclear-encoded genes relevant to mitochondrial function."	22912857.0	2013.0
Heart failure	C0018801	MAPK8	5599	0.02	Biomarker		BEFREE	"These data suggest that MLK7 is a new member of the mixed lineage kinase family that modulates cardiac SAPK/<span class=""gene"" id=""11549352-12-108-111"">JNK</span> pathway and may play a role in cardiac hypertrophy and progression to <span class=""disease"" id=""11549352-12-182-195"">heart failure</span>."	11549352.0	2002.0
Heart failure	C0018801	COL1A2	1278	0.1	Biomarker		HPO			
Heart failure	C0018801	MAP3K14	9020	0.01	Biomarker		BEFREE	"Protein kinase C (PKC) isozymes, a family of <span class=""gene"" id=""19168855-6-45-76"">serine-threonine protein kinase</span> enzymes, were found to regulate a number of cardiac responses, including those associated with <span class=""disease"" id=""19168855-6-172-174"">HF</span>."	19168855.0	2009.0
Heart failure	C0018801	ITPR1	3708	0.01	Biomarker		BEFREE	"Transcript and protein expression of Ca(2+)-handling genes (Two-Pore-Channel 1 (TPCN1), Two-Pore-Channel 2 (TPCN2), and <span class=""gene"" id=""22701570-5-120-163"">Inositol 1,4,5-triphosphate Receptor type-1</span> (<span class=""gene"" id=""22701570-5-165-171"">IP3R1)</span>) increased in <span class=""disease"" id=""22701570-5-186-188"">HF</span> patients relative to CTL."	22701570.0	2012.0
Heart failure	C0018801	NEXN	91624	0.01	GeneticVariation		BEFREE	"Expression in zebrafish of <span class=""gene"" id=""19881492-7-27-34"">nexilin</span> proteins encoded by <span class=""gene"" id=""19881492-7-55-59"">NEXN</span> mutant alleles induced Z-disk damage and <span class=""disease"" id=""19881492-7-101-114"">heart failure</span>, demonstrating a dominant-<span class=""negexp"">negative effect</span> and confirming the disease-causing nature of these mutations."	19881492.0	2009.0
Heart failure	C0018801	ELN	2006	0.01	Biomarker		BEFREE	"<span class=""gene"" id=""8132745-1-0-29"">Supravalvular aortic stenosis</span> (SVAS) is an inherited vascular disease that can cause <span class=""disease"" id=""8132745-1-85-98"">heart failure</span> and death."	8132745.0	1994.0
Heart failure	C0018801	PLN	5350	0.3	GeneticVariation		BEFREE	"These findings suggest that the g.203A&gt;C genetic variant in the human <span class=""gene"" id=""18241046-7-70-73"">PLN</span> promoter may contribute to depressed contractility and accelerate functional deterioration in <span class=""disease"" id=""18241046-7-168-181"">heart failure</span>."	18241046.0	2008.0
Heart failure	C0018801	PLN	5350	0.3	Biomarker		BEFREE	"We conclude that modification of abnormal calcium handling in beta1TG mice through ablation of <span class=""gene"" id=""14967726-10-95-108"">phospholamban</span> resulted in a rescue of functional, morphological, and molecular characteristics of <span class=""disease"" id=""14967726-10-193-206"">heart failure</span> in beta1-adrenergic receptor-transgenic mice."	14967726.0	2004.0
Heart failure	C0018801	PINK1	65018	0.01	AlteredExpression		BEFREE	"Here, we observed that <span class=""gene"" id=""21606348-6-23-28"">PINK1</span> protein levels are markedly reduced in end-stage human <span class=""disease"" id=""21606348-6-84-86"">HF</span>."	21606348.0	2011.0
Heart failure	C0018801	RYR2	6262	0.3	GeneticVariation		BEFREE	"In animals with <span class=""disease"" id=""15073377-2-16-29"">heart failure</span> and in patients with inherited forms of exercise-induced SCD, depletion of the channel-stabilizing protein calstabin2 (FKBP12.6) from the ryanodine receptor-calcium release channel (<span class=""gene"" id=""15073377-2-212-216"">RyR2</span>) complex causes an intracellular Ca2+ leak that can trigger fatal cardiac arrhythmias."	15073377.0	2004.0
Heart failure	C0018801	SUGP1	57794	0.1	GeneticVariation		GWASCAT	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	27790247.0	2016.0
Heart failure	C0018801	ISL1	3670	0.01	AlteredExpression		BEFREE	"End-stage <span class=""disease"" id=""26138767-7-10-23"">heart failure</span> myocardium demonstrated increased expression of c-kit(+) and <span class=""gene"" id=""26138767-7-85-92"">islet-1</span>(+) CSCs by 2.0- and 2.5-fold, respectively, compared with myocardium from congenital heart disease patients."	26138767.0	2015.0
Heart failure	C0018801	SLC3A2	6520	0.06	GeneticVariation		BEFREE	"TnI-203/<span class=""gene"" id=""18362229-11-8-15"">MHC-403</span> double-mutant mice develop a severe cardiac phenotype characterized by <span class=""disease"" id=""18362229-11-87-100"">heart failure</span> and early death."	18362229.0	2008.0
Heart failure	C0018801	NPPB	4879	0.6	Biomarker		BEFREE	"Clinical trials have documented the benefits and risks of the use of synthetic ANP (Anaritide) and <span class=""gene"" id=""20433683-6-99-102"">BNP</span> (<span class=""gene"" id=""20433683-6-104-114"">Nesiritide</span>) for treating <span class=""disease"" id=""20433683-6-129-142"">heart failure</span>, renal failure, and hypertension."	20433683.0	2012.0
Heart failure	C0018801	OPN1MW	2652	0.01	Biomarker		BEFREE	"Uptake-1 overexpression significantly improved left ventricular (LV) diameters (LV end-diastolic diameter: in <span class=""gene"" id=""16166553-10-110-113"">GCP</span>-overexpressing failing rabbits (GFP-CHF), 17.4+/-0.4 mm; in uptake-1-CHF rabbits, 15.6+/-0.6 mm) and systolic contractility (fractional shortening: GFP-CHF, 20.7+/-0.6%; uptake-1-CHF, 27.3+/-0.7%), as assessed by echocardiography at the end of the <span class=""disease"" id=""16166553-10-362-375"">heart failure</span> protocol."	16166553.0	2005.0
Heart failure	C0018801	DNMT1	1786	0.2	Biomarker		RGD	Heart failure and angiotensin II modulate atrial Pitx2c promotor methylation.	23573917.0	2014.0
Heart failure	C0018801	PTGS1	5742	0.3	Biomarker		CTD_human	MnSOD protects against COX1-mediated endothelial dysfunction in chronic heart failure.	20304815.0	2010.0
Heart failure	C0018801	ADRB1	153	0.6	GeneticVariation		BEFREE	"We tested the hypothesis that polymorphisms at codons 389 (<span class=""variant"" dbSNP=""rs1801253"" genes_norm=""153"">Arg389Gly</span>) and 49 (<span class=""variant"" dbSNP=""rs1801252"" genes_norm=""153"">Ser49Gly</span>) of the <span class=""gene"" id=""15735607-3-95-122"">beta(1)-adrenergic receptor</span> would be associated with differences in initial tolerability of beta-blocker therapy in patients with <span class=""disease"" id=""15735607-3-225-238"">heart failure</span>."	15735607.0	2005.0
Heart failure	C0018801	RPS19	6223	0.1	Biomarker		HPO			
Heart failure	C0018801	CYP2E1	1571	0.01	GeneticVariation		BEFREE	"Knockdown or downregulation of <span class=""gene"" id=""22665122-8-31-37"">CYP2E1</span> might be a therapeutic strategy to control the development of DCM after mutations of cTnT(<span class=""variant"" dbSNP=""rs535039125"" genes_norm=""1555"">R141W</span>) or other factors, because DCM is the third most common cause of <span class=""disease"" id=""22665122-8-199-212"">heart failure</span> and the most frequent cause of heart transplantation."	22665122.0	2012.0
Heart failure	C0018801	PGR-AS1	101054525	0.03	AlteredExpression		BEFREE	"It may underlie the decrease in <span class=""gene"" id=""9302352-12-32-35"">AT1</span> protein expression in human <span class=""disease"" id=""9302352-12-64-77"">heart failure</span>."	9302352.0	1997.0
Heart failure	C0018801	ACE	1636	0.6	Biomarker		BEFREE	"<span class=""gene"" id=""26847573-0-0-3"">ACE</span>-Inhibition Benefit on Lung Function in <span class=""disease"" id=""26847573-0-43-56"">Heart Failure</span> is Modulated by <span class=""gene"" id=""26847573-0-73-76"">ACE</span> Insertion/Deletion Polymorphism."	26847573.0	2017.0
